datetime,hour,irradiance_W_m2,temperature_C,cloud_cover_percent,energy_generated_kWh
2024-01-01 00:00:00,0,39.73713224089862,21.560392614659207,2.3690188224112347,0.1939787604931264
2024-01-01 01:00:00,1,119.4650481263568,25.847903607509146,0.0,0.597325240631784
2024-01-01 02:00:00,2,310.6341281505762,27.060215461845022,71.21653127805317,0.4470563855795668
2024-01-01 03:00:00,3,504.5258208777318,24.27492630586818,19.419506987224445,2.032746969200146
2024-01-01 04:00:00,4,481.26773002213304,27.210015021505395,26.28526473163003,1.7738261655895444
2024-01-01 05:00:00,5,590.0304724527862,23.0417237410462,7.74471843357891,2.7216713684450125
2024-01-01 06:00:00,6,833.4438064271388,18.82805276433714,48.96678558658377,2.1266658237464977
2024-01-01 07:00:00,7,854.748118623468,23.900430344560558,14.368802815508301,3.659655234445975
2024-01-01 08:00:00,8,828.4674529096424,25.36183000109765,20.17473944677356,3.3066315144190033
2024-01-01 09:00:00,9,967.2843359981638,24.344613681868978,35.99040838832321,3.0957737659807205
2024-01-01 10:00:00,10,928.8524108640714,21.69632377057989,8.71908145508855,4.2393250628163965
2024-01-01 11:00:00,11,954.1864810881897,19.725186633921894,26.42835460971549,3.5100534711411857
2024-01-01 12:00:00,12,1019.3569817252827,23.629867148454654,58.0441917900654,2.1383973011361883
2024-01-01 13:00:00,13,838.3824418011864,27.86510087650758,38.565087950337265,2.5752975788018686
2024-01-01 14:00:00,14,827.9323996880258,28.940725879799395,32.610845848567166,2.7896832054771035
2024-01-01 15:00:00,15,878.896530172009,28.73527371397371,34.2972941892773,2.887294007997824
2024-01-01 16:00:00,16,784.9989141576848,22.72440495611269,22.217298080468723,3.0529668273541453
2024-01-01 17:00:00,17,818.4931268988572,21.711014590667254,69.92304639509851,1.230888990183384
2024-01-01 18:00:00,18,634.4648551448508,26.662037406498033,13.756857389318654,2.7359121491861327
2024-01-01 19:00:00,19,495.7771329018974,27.077433596352122,34.2185232392786,1.6306475973241623
2024-01-01 20:00:00,20,617.2519015137242,26.37264237715984,32.300511326856146,2.089381905750244
2024-01-01 21:00:00,21,364.62132832616703,19.129943738845057,50.175250142662705,0.9083583238250662
2024-01-01 22:00:00,22,264.22130147755496,22.57147980690795,52.063478775872795,0.6332925013072663
2024-01-01 23:00:00,23,16.54633732297546,25.08306719070041,29.359623910258584,0.05844197457013558
2024-01-02 00:00:00,0,0.0,26.80587070011874,35.81332986226099,0.0
2024-01-02 01:00:00,1,139.39999939684085,27.64613820403492,36.570695078278966,0.44210225339149734
2024-01-02 02:00:00,2,166.7395589087366,25.776976683073578,0.0,0.833697794543683
2024-01-02 03:00:00,3,412.73927383274355,26.336567535842164,0.0,2.0636963691637176
2024-01-02 04:00:00,4,451.9489048064955,25.59881249131077,17.898726185560587,1.855279039182705
2024-01-02 05:00:00,5,585.4259290252585,27.401074238882906,18.768026472462623,2.377765178445688
2024-01-02 06:00:00,6,658.9702522081958,26.28281307070019,6.014351560717355,3.0966873227992453
2024-01-02 07:00:00,7,941.5355950519504,25.54142909636932,44.9916514274726,2.589615910302985
2024-01-02 08:00:00,8,864.9456258054038,24.539109718815315,30.04236842034945,3.025477371326236
2024-01-02 09:00:00,9,839.2626581948145,25.5880903913549,25.706109052263255,3.117604420221661
2024-01-02 10:00:00,10,1031.7294192573236,26.797990252745283,4.876894509852264,4.907065319265163
2024-01-02 11:00:00,11,893.7773693761285,26.14664228292164,29.10910271510423,3.1680339844003735
2024-01-02 12:00:00,12,1016.7090876003805,26.486695371263217,0.0,5.083545438001903
2024-01-02 13:00:00,13,834.6712514634282,29.372381700281014,26.74087378388318,3.0573643279961735
2024-01-02 14:00:00,14,859.670942377194,26.13970788446722,31.263673376155122,2.9545311342133673
2024-01-02 15:00:00,15,939.6284313808167,23.397220554807983,34.83829968642997,3.0613893125873335
2024-01-02 16:00:00,16,925.1027301840716,27.995036474209964,0.0,4.625513650920357
2024-01-02 17:00:00,17,807.0628027864329,21.245621103220707,34.49633473382949,2.643278584124994
2024-01-02 18:00:00,18,697.8549185954885,22.099975974009595,9.17137460270915,3.169260149138326
2024-01-02 19:00:00,19,584.6731333615776,26.351757910387665,13.75060335415332,2.5213852493736355
2024-01-02 20:00:00,20,381.7182407706057,26.893406119587194,44.3586277164533,1.0619663371068895
2024-01-02 21:00:00,21,325.0958956935132,21.609062445715473,70.28227446719488,0.48305553000306334
2024-01-02 22:00:00,22,221.96794342573804,24.19576367326721,31.0271751760536,0.7654878039217538
2024-01-02 23:00:00,23,215.09597031756525,23.52596461956848,13.658090827195355,0.9285898366297752
2024-01-03 00:00:00,0,27.489463165476913,24.05616770358775,33.77340895019997,0.09102667176192904
